   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time,,,,,,,,,,<RANDOM,,,,,,,,,,,,   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
503,61179,60683,35545,3868,0,2000,,,,,,,,,,,,,,,,,,,,,,503,744,243,0,2349,0,999
504,61482,60985,34528,3903,0,1502,,,,,,,,,,,,,,,,,,,,,,504,745,243,0,2356,0,1502
505,61583,61085,36535,3906,0,2000,,,,,,,,,,,,,,,,,,,,,,505,746,243,1003,2357,0,1001
506,61942,61443,34549,3910,0,1000,,,,,,,,,,,,,,,,,,,,,,506,748,244,0,2381,0,1002
507,62295,61795,37045,3905,0,999,,,,,,,,,,,,,,,,,,,,,,507,751,246,0,2379,0,1000
508,62685,62184,36547,3924,0,1003,,,,,,,,,,,,,,,,,,,,,,508,752,246,1000,2381,0,999
509,63023,62521,37579,3928,0,1503,,,,,,,,,,,,,,,,,,,,,,509,753,246,0,2387,0,999
510,63265,62762,35552,3939,0,1999,,,,,,,,,,,,,,,,,,,,,,510,754,246,1000,2411,0,998
511,63291,62787,37544,3935,0,1001,,,,,,,,,,,,,,,,,,,,,,511,755,246,0,2408,0,1502
512,63644,63139,36036,3957,0,987,,,,,,,,,,,,,,,,,,,,,,512,756,246,0,2411,0,1003
513,64116,63610,38034,3967,0,1003,,,,,,,,,,,,,,,,,,,,,,513,758,247,0,2412,0,1003
514,64133,63626,37035,3979,0,1506,,,,,,,,,,,,,,,,,,,,,,514,760,248,1000,2412,0,999
515,64411,63903,38536,3997,0,1507,,,,,,,,,,,,,,,,,,,,,,515,764,251,0,2427,0,999
516,64865,64356,37039,3991,0,1502,,,,,,,,,,,,,,,,,,,,,,516,765,251,1000,2432,0,1000
517,65286,64776,38546,4008,0,1502,,,,,,,,,,,,,,,,,,,,,,517,766,251,0,2438,0,999
518,65525,65014,37556,4018,0,999,,,,,,,,,,,,,,,,,,,,,,518,767,251,0,2426,0,1503
519,65633,65121,38545,4024,0,2000,,,,,,,,,,,,,,,,,,,,,,519,770,253,1003,2446,0,1000
520,66017,65504,38041,4015,0,999,,,,,,,,,,,,,,,,,,,,,,520,771,253,0,2437,0,1002
521,66514,66000,39550,4028,0,1999,,,,,,,,,,,,,,,,,,,,,,521,772,253,0,2442,0,0
522,66648,66133,38048,4042,0,2000,,,,,,,,,,,,,,,,,,,,,,522,773,253,0,2439,0,999
523,67065,66549,39042,4058,0,1502,,,,,,,,,,,,,,,,,,,,,,523,775,254,0,2448,0,998
524,67150,66633,38042,4070,0,1502,,,,,,,,,,,,,,,,,,,,,,524,778,256,0,2465,0,999
525,67218,66700,39040,4086,0,2004,,,,,,,,,,,,,,,,,,,,,,525,782,259,0,2472,0,1502
526,67512,66993,38551,4087,0,1145,,,,,,,,,,,,,,,,,,,,,,526,783,259,0,2463,0,1002
527,67993,67473,40050,4100,0,999,,,,,,,,,,,,,,,,,,,,,,527,784,259,1003,2460,0,1001
528,68223,67702,38042,4103,0,2001,,,,,,,,,,,,,,,,,,,,,,528,785,259,0,2474,0,998
529,68454,67932,40550,4116,0,1999,,,,,,,,,,,,,,,,,,,,,,529,786,259,999,2479,0,1015
530,68637,68114,43044,4132,0,1518,,,,,,,,,,,,,,,,,,,,,,530,788,260,0,2473,0,983
531,69139,68615,40552,4132,0,2001,,,,,,,,,,,,,,,,,,,,,,531,789,260,1000,2476,0,0
532,69502,68977,39034,4135,0,998,,,,,,,,,,,,,,,,,,,,,,532,790,260,1502,2492,0,1003
533,69919,69393,41551,4146,0,1999,,,,,,,,,,,,,,,,,,,,,,533,791,260,0,2496,0,1001
534,70080,69553,40046,4160,0,1502,,,,,,,,,,,,,,,,,,,,,,534,792,260,1003,2490,0,1000
535,70591,70063,42050,4176,0,999,,,,,,,,,,,,,,,,,,,,,,535,793,260,0,2509,0,999
536,70701,70172,40559,4162,0,2001,,,,,,,,,,,,,,,,,,,,,,536,795,261,1001,2504,0,999
537,70708,70178,42038,4173,0,1000,,,,,,,,,,,,,,,,,,,,,,537,798,263,0,2511,0,999
538,70864,70333,41047,4179,0,1004,,,,,,,,,,,,,,,,,,,,,,538,799,263,1001,2516,0,999
539,71311,70779,42043,4204,0,1999,,,,,,,,,,,,,,,,,,,,,,539,800,263,503,2521,0,1004
540,71551,71018,40549,4225,0,1999,,,,,,,,,,,,,,,,,,,,,,540,801,263,0,2515,0,1003
541,71690,71156,42557,4236,0,1004,,,,,,,,,,,,,,,,,,,,,,541,802,263,998,2524,0,1005
542,72072,71537,42044,4244,0,999,,,,,,,,,,,,,,,,,,,,,,542,803,263,0,2533,0,994
543,72551,72015,43545,4244,0,1000,,,,,,,,,,,,,,,,,,,,,,543,804,263,1000,2547,0,999
544,72660,72123,41546,4273,0,1004,,,,,,,,,,,,,,,,,,,,,,544,805,263,0,2540,0,1000
545,73016,72478,43548,4283,0,1998,,,,,,,,,,,,,,,,,,,,,,545,806,263,0,2541,0,1502
546,73377,72838,42040,4272,0,1506,,,,,,,,,,,,,,,,,,,,,,546,807,263,0,2550,0,1000
547,73392,72852,43556,4293,0,1000,,,,,,,,,,,,,,,,,,,,,,547,809,264,0,2564,0,1002
548,73399,72858,41040,4299,0,1999,,,,,,,,,,,,,,,,,,,,,,548,812,266,0,2553,0,1000
549,73823,73281,43585,4307,0,1011,,,,,,,,,,,,,,,,,,,,,,549,816,269,0,2562,0,998
550,74018,73475,42043,4323,0,1001,,,,,,,,,,,,,,,,,,,,,,550,821,273,0,2578,0,1000
551,74291,73747,44551,4328,0,2000,,,,,,,,,,,,,,,,,,,,,,551,822,273,1000,2580,0,999
552,74371,73826,42550,4334,0,1503,,,,,,,,,,,,,,,,,,,,,,552,823,273,502,2566,0,1004
553,74564,74018,44050,4342,0,2000,,,,,,,,,,,,,,,,,,,,,,553,824,273,0,2570,0,1003
554,74914,74367,42807,4348,0,1507,,,,,,,,,,,,,,,,,,,,,,554,825,273,999,2579,0,1000
555,75396,74848,44563,4363,0,2001,,,,,,,,,,,,,,,,,,,,,,555,827,274,0,2583,0,999
556,75576,75027,43056,4378,0,2007,,,,,,,,,,,,,,,,,,,,,,556,828,274,0,2595,0,998
557,76119,75569,45041,4380,0,999,,,,,,,,,,,,,,,,,,,,,,557,829,274,0,2598,0,0
558,76129,75578,44057,4371,0,1999,,,,,,,,,,,,,,,,,,,,,,558,833,277,0,2611,0,1004
559,76681,76129,44044,4401,0,2505,,,,,,,,,,,,,,,,,,,,,,559,834,277,0,2612,0,999
560,76863,76310,43547,4389,0,998,,,,,,,,,,,,,,,,,,,,,,560,835,277,1003,2622,0,999
561,77067,76513,45553,4403,0,1998,,,,,,,,,,,,,,,,,,,,,,561,836,277,0,2622,0,1000
562,77201,76646,43561,4407,0,1503,,,,,,,,,,,,,,,,,,,,,,562,837,277,999,2620,0,1000
563,77480,76924,45048,4430,0,998,,,,,,,,,,,,,,,,,,,,,,563,838,277,0,2623,0,1999
564,77896,77339,44578,4431,0,2002,,,,,,,,,,,,,,,,,,,,,,564,839,277,0,2633,0,1502
565,78429,77871,46059,4444,0,2004,,,,,,,,,,,,,,,,,,,,,,565,840,277,0,2643,0,1003
566,78465,77906,45049,4462,0,2000,,,,,,,,,,,,,,,,,,,,,,566,841,277,1003,2641,0,999
567,78692,78132,46056,4470,0,2001,,,,,,,,,,,,,,,,,,,,,,567,842,277,0,2645,0,999
568,78735,78174,44562,4483,0,2002,,,,,,,,,,,,,,,,,,,,,,568,843,277,0,2644,0,1000
569,79248,78686,47049,4491,0,2007,,,,,,,,,,,,,,,,,,,,,,569,845,278,0,2650,0,1000
570,79483,78920,45042,4485,0,999,,,,,,,,,,,,,,,,,,,,,,570,846,278,0,2667,0,1502
571,79918,79354,49058,4506,0,999,,,,,,,,,,,,,,,,,,,,,,571,847,278,0,2676,0,1003
572,80441,79876,46548,4529,0,999,,,,,,,,,,,,,,,,,,,,,,572,848,278,1000,2678,0,1003
573,80799,80233,48071,4534,0,2013,,,,,,,,,,,,,,,,,,,,,,573,849,278,0,2690,0,2000
574,81321,80754,46535,4556,0,1000,,,,,,,,,,,,,,,,,,,,,,574,850,278,0,2688,0,1000
575,81779,81211,48064,4554,0,1000,,,,,,,,,,,,,,,,,,,,,,575,851,278,999,2693,0,999
576,82153,81584,46542,4553,0,1999,,,,,,,,,,,,,,,,,,,,,,576,853,279,0,2702,0,999
577,82670,82100,48591,4564,0,1000,,,,,,,,,,,,,,,,,,,,,,577,855,280,0,2705,0,1507
578,83164,82593,47553,4572,0,999,,,,,,,,,,,,,,,,,,,,,,578,858,282,0,2706,0,1003
579,83188,82616,49556,4579,0,2000,,,,,,,,,,,,,,,,,,,,,,579,859,282,999,2714,0,999
580,83543,82970,47564,4595,0,1998,,,,,,,,,,,,,,,,,,,,,,580,860,282,0,2730,0,1000
581,83801,83227,49552,4602,0,1000,,,,,,,,,,,,,,,,,,,,,,581,861,282,0,2732,0,998
582,84361,83786,48548,4621,0,1999,,,,,,,,,,,,,,,,,,,,,,582,863,283,0,2720,0,0
583,84648,84072,50054,4616,0,999,,,,,,,,,,,,,,,,,,,,,,583,864,283,1503,2723,0,1004
584,84660,84083,48551,4647,0,999,,,,,,,,,,,,,,,,,,,,,,584,865,283,0,2726,0,1003
585,84829,84251,49581,4651,0,1510,,,,,,,,,,,,,,,,,,,,,,585,866,283,0,2729,0,999
586,85383,84804,49052,4656,0,1004,,,,,,,,,,,,,,,,,,,,,,586,869,285,999,2730,0,1000
587,85563,84983,51049,4669,0,2000,,,,,,,,,,,,,,,,,,,,,,587,870,285,0,2747,0,999
588,85869,85288,48550,4674,0,2001,,,,,,,,,,,,,,,,,,,,,,588,871,285,0,2757,0,999
589,85964,85382,51072,4692,0,999,,,,,,,,,,,,,,,,,,,,,,589,872,285,999,2762,0,503
590,86545,85962,50552,4710,0,1502,,,,,,,,,,,,,,,,,,,,,,590,875,287,1004,2761,0,1003
591,86889,86305,51555,4723,0,2003,,,,,,,,,,,,,,,,,,,,,,591,876,287,0,2771,0,2004
592,87434,86849,49553,4705,0,2000,,,,,,,,,,,,,,,,,,,,,,592,877,287,0,2774,0,995
593,88020,87434,51551,4712,0,1999,,,,,,,,,,,,,,,,,,,,,,593,878,287,1001,2775,0,998
594,88607,88020,51053,4715,0,2007,,,,,,,,,,,,,,,,,,,,,,594,880,288,0,2784,0,0
595,88848,88260,52552,4733,0,2000,,,,,,,,,,,,,,,,,,,,,,595,882,289,1502,2792,0,1004
596,89092,88503,51550,4738,0,1000,,,,,,,,,,,,,,,,,,,,,,596,883,289,0,2793,0,1003
597,89542,88952,52079,4752,0,1000,,,,,,,,,,,,,,,,,,,,,,597,884,289,0,2808,0,998
598,89606,89015,51552,4772,0,1998,,,,,,,,,,,,,,,,,,,,,,598,885,289,998,2805,0,1000
599,90146,89554,54066,4771,0,2004,,,,,,,,,,,,,,,,,,,,,,599,886,289,0,2818,0,1999
600,90335,89742,52571,4789,0,2000,,,,,,,,,,,,,,,,,,,,,,600,887,289,0,2819,0,1000
601,90453,89859,54058,4797,0,998,,,,,,,,,,,,,,,,,,,,,,601,888,289,1000,2822,0,502
602,91004,90409,53541,4805,0,1998,,,,,,,,,,,,,,,,,,,,,,602,890,290,0,2816,0,1003
603,91169,90573,55047,4810,0,2000,,,,,,,,,,,,,,,,,,,,,,603,892,291,1000,2827,0,999
604,91532,90935,53056,4807,0,2006,,,,,,,,,,,,,,,,,,,,,,604,896,294,0,2845,0,2001
605,91625,91027,55553,4809,0,999,,,,,,,,,,,,,,,,,,,,,,605,897,294,0,2850,0,998
606,91984,91385,52563,4826,0,1999,,,,,,,,,,,,,,,,,,,,,,606,898,294,999,2846,0,0
607,92069,91469,55109,4850,0,2004,,,,,,,,,,,,,,,,,,,,,,607,899,294,0,2844,0,1004
608,92359,91758,52558,4855,0,1999,,,,,,,,,,,,,,,,,,,,,,608,900,294,1003,2863,0,999
609,92845,92243,55583,4866,0,2000,,,,,,,,,,,,,,,,,,,,,,609,902,295,0,2866,0,2001
610,93129,92526,53558,4877,0,2502,,,,,,,,,,,,,,,,,,,,,,610,903,295,0,2857,0,999
611,93522,92918,55563,4875,0,999,,,,,,,,,,,,,,,,,,,,,,611,904,295,999,2861,0,999
612,93986,93381,54058,4899,0,2003,,,,,,,,,,,,,,,,,,,,,,612,906,296,1000,2883,0,999
613,94534,93928,56058,4916,0,2004,,,,,,,,,,,,,,,,,,,,,,613,907,296,503,2885,0,1004
614,94804,94197,55056,4920,0,2000,,,,,,,,,,,,,,,,,,,,,,614,908,296,0,2885,0,999
615,95077,94469,56082,4932,0,2000,,,,,,,,,,,,,,,,,,,,,,615,909,296,0,2884,0,999
616,95460,94851,54562,4945,0,2003,,,,,,,,,,,,,,,,,,,,,,616,910,296,0,2905,0,999
617,96021,95411,57051,4947,0,2007,,,,,,,,,,,,,,,,,,,,,,617,912,297,1000,2904,0,998
618,96432,95821,55061,4960,0,1502,,,,,,,,,,,,,,,,,,,,,,618,913,297,0,2905,0,1502
619,96635,96023,57062,4982,0,1999,,,,,,,,,,,,,,,,,,,,,,619,914,297,1004,2910,0,1003
620,96646,96033,55068,4969,0,1001,,,,,,,,,,,,,,,,,,,,,,620,915,297,0,2930,0,1999
621,96968,96354,58060,4976,0,2001,,,,,,,,,,,,,,,,,,,,,,621,917,298,0,2931,0,1000
622,97064,96449,56059,4980,0,998,,,,,,,,,,,,,,,,,,,,,,622,918,298,0,2930,0,999
623,97511,96895,57062,5001,0,2003,,,,,,,,,,,,,,,,,,,,,,623,919,298,999,2942,0,1001
624,97696,97079,57055,5024,0,2008,,,,,,,,,,,,,,,,,,,,,,624,921,299,0,2961,0,1502
625,98147,97529,58052,5034,0,2007,,,,,,,,,,,,,,,,,,,,,,625,922,299,1005,2966,0,1003
626,98681,98062,56567,5043,0,2506,,,,,,,,,,,,,,,,,,,,,,626,925,301,0,2979,0,999
627,98758,98138,59056,5044,0,1019,,,,,,,,,,,,,,,,,,,,,,627,929,304,0,2967,0,1000
628,98851,98230,56550,5043,0,1502,,,,,,,,,,,,,,,,,,,,,,628,930,304,0,2968,0,990
629,99176,98554,59069,5055,0,2004,,,,,,,,,,,,,,,,,,,,,,629,931,304,999,2971,0,1502
630,99581,98958,56550,5075,0,1503,,,,,,,,,,,,,,,,,,,,,,630,933,305,0,2998,0,1003
631,99958,99334,59565,5091,0,2003,,,,,,,,,,,,,,,,,,,,,,631,934,305,1003,3003,0,999
632,100110,99485,57066,5089,0,2007,,,,,,,,,,,,,,,,,,,,,,632,936,306,999,2986,0,999
633,100431,99805,60561,5096,0,998,,,,,,,,,,,,,,,,,,,,,,633,937,306,0,3000,0,1000
634,100917,100290,57579,5108,0,2003,,,,,,,,,,,,,,,,,,,,,,634,938,306,0,3005,0,1998
635,101111,100483,60067,5110,0,2000,,,,,,,,,,,,,,,,,,,,,,635,940,307,0,3009,0,1502
636,101651,101022,58566,5121,0,1998,,,,,,,,,,,,,,,,,,,,,,636,941,307,0,3023,0,2007
637,101765,101135,60064,5143,0,1999,,,,,,,,,,,,,,,,,,,,,,637,945,310,0,3025,0,1000
638,102066,101435,58565,5141,0,1502,,,,,,,,,,,,,,,,,,,,,,638,948,312,0,3043,0,999
639,102544,101912,61567,5177,0,1003,,,,,,,,,,,,,,,,,,,,,,639,949,312,1001,3044,0,998
640,102630,101997,59056,5171,0,1000,,,,,,,,,,,,,,,,,,,,,,640,950,312,999,3066,0,0
641,102873,102239,61568,5179,0,1998,,,,,,,,,,,,,,,,,,,,,,641,951,312,0,3068,0,1004
642,103274,102639,59078,5199,0,1999,,,,,,,,,,,,,,,,,,,,,,642,953,313,1003,3074,0,1000
643,103632,102996,62072,5222,0,2003,,,,,,,,,,,,,,,,,,,,,,643,954,313,999,3071,0,999
644,103654,103017,59564,5203,0,2000,,,,,,,,,,,,,,,,,,,,,,644,955,313,0,3064,0,1999
645,103720,103082,62069,5210,0,2000,,,,,,,,,,,,,,,,,,,,,,645,956,313,0,3064,0,1999
646,104154,103515,59559,5235,0,2507,,,,,,,,,,,,,,,,,,,,,,646,958,314,0,3076,0,1502
647,104755,104115,62566,5230,0,2001,,,,,,,,,,,,,,,,,,,,,,647,959,314,0,3088,0,2007
648,105020,104379,60061,5255,0,1999,,,,,,,,,,,,,,,,,,,,,,648,962,316,0,3078,0,1999
649,105338,104696,63064,5262,0,2008,,,,,,,,,,,,,,,,,,,,,,649,967,320,0,3089,0,1000
650,105345,104702,60573,5287,0,2002,,,,,,,,,,,,,,,,,,,,,,650,968,320,1000,3093,0,999
651,105740,105096,63060,5281,0,1502,,,,,,,,,,,,,,,,,,,,,,651,969,320,1001,3094,0,1503
652,106040,105395,61576,5291,0,2003,,,,,,,,,,,,,,,,,,,,,,652,971,321,0,3109,0,1004
653,106492,105846,63060,5300,0,999,,,,,,,,,,,,,,,,,,,,,,653,972,321,0,3110,0,999
654,106565,105918,62072,5290,0,2007,,,,,,,,,,,,,,,,,,,,,,654,973,321,1001,3115,0,999
655,106733,106085,64098,5317,0,1999,,,,,,,,,,,,,,,,,,,,,,655,975,322,1000,3116,0,999
656,107330,106681,61560,5335,0,2006,,,,,,,,,,,,,,,,,,,,,,656,976,322,0,3133,0,1000
657,107756,107106,64563,5347,0,1999,,,,,,,,,,,,,,,,,,,,,,657,977,322,0,3135,0,1503
658,108013,107362,62072,5361,0,2004,,,,,,,,,,,,,,,,,,,,,,658,979,323,1004,3137,0,1002
659,108217,107565,65060,5364,0,2000,,,,,,,,,,,,,,,,,,,,,,659,980,323,1000,3140,0,1001
660,108454,107801,62072,5337,0,2003,,,,,,,,,,,,,,,,,,,,,,660,984,326,0,3153,0,1001
661,108557,107903,64564,5345,0,1002,,,,,,,,,,,,,,,,,,,,,,661,986,327,0,3157,0,1998
662,108768,108113,62064,5377,0,2000,,,,,,,,,,,,,,,,,,,,,,662,987,327,0,3144,0,1502
663,109220,108564,65074,5394,0,999,,,,,,,,,,,,,,,,,,,,,,663,988,327,1004,3155,0,1003
664,109258,108601,62554,5384,0,1999,,,,,,,,,,,,,,,,,,,,,,664,989,327,0,3167,0,999
665,109361,108703,65572,5391,0,2001,,,,,,,,,,,,,,,,,,,,,,665,990,327,0,3170,0,2001
666,109840,109181,62566,5393,0,2506,,,,,,,,,,,,,,,,,,,,,,666,991,327,0,3176,0,1999
667,109949,109289,65577,5414,0,2013,,,,,,,,,,,,,,,,,,,,,,667,992,327,0,3189,0,999
668,110130,109469,63558,5452,0,2000,,,,,,,,,,,,,,,,,,,,,,668,994,328,504,3186,0,1003
669,110732,110070,66064,5455,0,2006,,,,,,,,,,,,,,,,,,,,,,669,995,328,1003,3188,0,1001
670,110869,110206,64564,5454,0,2000,,,,,,,,,,,,,,,,,,,,,,670,996,328,0,3203,0,1000
671,111244,110580,66588,5469,0,1999,,,,,,,,,,,,,,,,,,,,,,671,997,328,0,3199,0,1999
672,111617,110952,64072,5491,0,2003,,,,,,,,,,,,,,,,,,,,,,672,999,329,0,3199,0,1001
673,111738,111072,67068,5500,0,2008,,,,,,,,,,,,,,,,,,,,,,673,1003,332,1504,3205,0,1005
674,111773,111106,64061,5503,0,2000,,,,,,,,,,,,,,,,,,,,,,674,1004,332,0,3212,0,999
675,111774,111106,65573,5519,0,2000,,,,,,,,,,,,,,,,,,,,,,675,1005,332,0,3211,0,999
676,112127,111458,64327,5519,0,2003,,,,,,,,,,,,,,,,,,,,,,676,1006,332,0,3232,0,2000
677,112295,111625,67574,5523,0,2000,,,,,,,,,,,,,,,,,,,,,,677,1007,332,0,3240,0,2000
678,112372,111701,65073,5541,0,2004,,,,,,,,,,,,,,,,,,,,,,678,1008,332,0,3246,0,1504
679,112795,112123,66569,5557,0,2022,,,,,,,,,,,,,,,,,,,,,,679,1009,332,1005,3251,0,1004
680,113421,112748,65064,5549,0,1999,,,,,,,,,,,,,,,,,,,,,,680,1011,333,1000,3244,0,998
681,113963,113289,68074,5555,0,999,,,,,,,,,,,,,,,,,,,,,,681,1012,333,0,3250,0,1000
682,114072,113397,65081,5571,0,1998,,,,,,,,,,,,,,,,,,,,,,682,1013,333,0,3260,0,1003
683,114639,113963,68076,5578,0,1998,,,,,,,,,,,,,,,,,,,,,,683,1014,333,0,3264,0,1503
684,114762,114085,66572,5587,0,1999,,,,,,,,,,,,,,,,,,,,,,684,1015,333,1004,3251,0,1003
685,114953,114275,69085,5606,0,1998,,,,,,,,,,,,,,,,,,,,,,685,1016,333,999,3255,0,1000
686,115095,114416,67081,5633,0,1999,,,,,,,,,,,,,,,,,,,,,,686,1018,334,1001,3273,0,999
687,115512,114832,68576,5614,0,1999,,,,,,,,,,,,,,,,,,,,,,687,1021,336,999,3295,0,998
688,115868,115187,67090,5625,0,2000,,,,,,,,,,,,,,,,,,,,,,688,1023,337,0,3293,0,1001
689,115885,115203,69080,5639,0,1999,,,,,,,,,,,,,,,,,,,,,,689,1025,338,0,3294,0,1004
690,115963,115280,67570,5658,0,1998,,,,,,,,,,,,,,,,,,,,,,690,1026,338,0,3303,0,999
691,116531,115847,69080,5678,0,2501,,,,,,,,,,,,,,,,,,,,,,691,1027,338,0,3304,0,998
692,116627,115942,67579,5682,0,1000,,,,,,,,,,,,,,,,,,,,,,692,1028,338,0,3308,0,999
693,117231,116545,69117,5679,0,2507,,,,,,,,,,,,,,,,,,,,,,693,1030,339,0,3312,0,1502
694,117646,116959,67068,5688,0,2507,,,,,,,,,,,,,,,,,,,,,,694,1031,339,0,3317,0,2007
695,117673,116985,70080,5704,0,2003,,,,,,,,,,,,,,,,,,,,,,695,1035,342,0,3328,0,2001
696,117729,117040,67085,5706,0,2002,,,,,,,,,,,,,,,,,,,,,,696,1036,342,0,3343,0,1999
697,118198,117508,70570,5722,0,2000,,,,,,,,,,,,,,,,,,,,,,697,1037,342,0,3346,0,1999
698,118329,117638,68076,5726,0,1999,,,,,,,,,,,,,,,,,,,,,,698,1038,342,0,3347,0,2001
699,118606,117914,71077,5750,0,1998,,,,,,,,,,,,,,,,,,,,,,699,1040,343,502,3344,0,1004
700,118708,118015,68077,5753,0,1999,,,,,,,,,,,,,,,,,,,,,,700,1043,345,0,3383,0,999
701,118739,118045,70073,5758,0,2002,,,,,,,,,,,,,,,,,,,,,,701,1044,345,0,3382,0,1000
702,119102,118407,68087,5775,0,2004,,,,,,,,,,,,,,,,,,,,,,702,1049,349,0,3386,0,998
703,119269,118573,71078,5790,0,1998,,,,,,,,,,,,,,,,,,,,,,703,1050,349,0,3385,0,1502
704,119495,118798,68576,5804,0,2000,,,,,,,,,,,,,,,,,,,,,,704,1051,349,1004,3393,0,1004
705,120049,119351,71584,5813,0,2007,,,,,,,,,,,,,,,,,,,,,,705,1052,349,999,3395,0,999
706,120551,119852,73090,5821,0,1998,,,,,,,,,,,,,,,,,,,,,,706,1055,351,999,3403,0,1001
707,121247,120547,72581,5819,0,2006,,,,,,,,,,,,,,,,,,,,,,707,1056,351,1000,3418,0,999
708,121867,121166,69573,5838,0,1999,,,,,,,,,,,,,,,,,,,,,,708,1058,352,1000,3408,0,1501
709,121992,121290,73077,5858,0,2503,,,,,,,,,,,,,,,,,,,,,,709,1059,352,0,3411,0,1004
710,122078,121375,70087,5848,0,2007,,,,,,,,,,,,,,,,,,,,,,710,1060,352,0,3428,0,999
711,122087,121383,73075,5859,0,1998,,,,,,,,,,,,,,,,,,,,,,711,1061,352,998,3424,0,999
712,122112,121407,70585,5862,0,2501,,,,,,,,,,,,,,,,,,,,,,712,1062,352,999,3433,0,1000
713,122137,121431,72087,5863,0,2000,,,,,,,,,,,,,,,,,,,,,,713,1063,352,0,3443,0,2509
714,122639,121932,70599,5886,0,1999,,,,,,,,,,,,,,,,,,,,,,714,1065,353,0,3446,0,2003
715,123287,122579,73579,5896,0,2002,,,,,,,,,,,,,,,,,,,,,,715,1068,355,0,3435,0,2001
716,123686,122977,71574,5903,0,1998,,,,,,,,,,,,,,,,,,,,,,716,1069,355,0,3468,0,1001
717,124329,123619,74596,5926,0,1999,,,,,,,,,,,,,,,,,,,,,,717,1070,355,999,3468,0,999
718,124441,123730,71082,5928,0,1998,,,,,,,,,,,,,,,,,,,,,,718,1071,355,999,3478,0,1508
719,124613,123901,74601,5931,0,2001,,,,,,,,,,,,,,,,,,,,,,719,1072,355,0,3480,0,2004
720,125185,124472,72571,5938,0,1502,,,,,,,,,,,,,,,,,,,,,,720,1073,355,0,3478,0,1999
721,125721,125007,74577,5952,0,2007,,,,,,,,,,,,,,,,,,,,,,721,1074,355,0,3486,0,1000
722,125809,125094,72565,5945,0,2007,,,,,,,,,,,,,,,,,,,,,,722,1075,355,999,3501,0,1502
723,126274,125558,74576,5976,0,1999,,,,,,,,,,,,,,,,,,,,,,723,1077,356,0,3493,0,2007
724,126530,125813,72081,5973,0,1999,,,,,,,,,,,,,,,,,,,,,,724,1078,356,0,3509,0,1999
725,127079,126361,75076,5972,0,2007,,,,,,,,,,,,,,,,,,,,,,725,1079,356,0,3526,0,999
726,127611,126892,73073,5996,0,1998,,,,,,,,,,,,,,,,,,,,,,726,1080,356,0,3515,0,999
727,127644,126924,76602,5993,0,2000,,,,,,,,,,,,,,,,,,,,,,727,1081,356,0,3517,0,2508
728,128303,127582,74097,6035,0,2003,,,,,,,,,,,,,,,,,,,,,,728,1082,356,0,3536,0,2002
729,128682,127960,76575,6047,0,2006,,,,,,,,,,,,,,,,,,,,,,729,1083,356,0,3538,0,999
730,129226,128503,75092,6049,0,1999,,,,,,,,,,,,,,,,,,,,,,730,1084,356,0,3533,0,1001
731,129455,128731,76591,6054,0,2000,,,,,,,,,,,,,,,,,,,,,,731,1085,356,999,3544,0,998
732,130001,129276,75115,6076,0,1998,,,,,,,,,,,,,,,,,,,,,,732,1086,356,999,3553,0,1507
733,130268,129542,77082,6082,0,2999,,,,,,,,,,,,,,,,,,,,,,733,1087,356,0,3553,0,999
734,130453,129726,75079,6086,0,1999,,,,,,,,,,,,,,,,,,,,,,734,1089,357,1000,3573,0,999
735,130875,130147,78088,6103,0,2000,,,,,,,,,,,,,,,,,,,,,,735,1090,357,1000,3575,0,1000
736,131558,130829,76076,6079,0,2003,,,,,,,,,,,,,,,,,,,,,,736,1091,357,999,3571,0,1502
737,131984,131254,79079,6087,0,2000,,,,,,,,,,,,,,,,,,,,,,737,1092,357,0,3575,0,1001
738,132408,131677,77081,6085,0,2002,,,,,,,,,,,,,,,,,,,,,,738,1094,358,1004,3588,0,1000
739,132721,131989,79081,6105,0,3000,,,,,,,,,,,,,,,,,,,,,,739,1097,360,998,3598,0,1001
740,133365,132632,76077,6107,0,1999,,,,,,,,,,,,,,,,,,,,,,740,1102,364,999,3598,0,999
741,133841,133107,80087,6122,0,2001,,,,,,,,,,,,,,,,,,,,,,741,1103,364,0,3600,0,1504
742,133975,133240,77592,6156,0,1999,,,,,,,,,,,,,,,,,,,,,,742,1104,364,1004,3613,0,1004
743,134274,133538,80084,6136,0,1999,,,,,,,,,,,,,,,,,,,,,,743,1105,364,999,3618,0,999
744,134985,134248,79085,6158,0,2503,,,,,,,,,,,,,,,,,,,,,,744,1106,364,0,3623,0,1999
745,135457,134719,81091,6173,0,3004,,,,,,,,,,,,,,,,,,,,,,745,1109,366,0,3630,0,1001
746,136021,135282,78084,6189,0,1998,,,,,,,,,,,,,,,,,,,,,,746,1113,369,1502,3648,0,1507
747,136256,135516,81081,6199,0,2000,,,,,,,,,,,,,,,,,,,,,,747,1116,371,0,3638,0,1000
748,136838,136097,79081,6208,0,2503,,,,,,,,,,,,,,,,,,,,,,748,1117,371,999,3647,0,999
749,137119,136377,82113,6204,0,2003,,,,,,,,,,,,,,,,,,,,,,749,1118,371,999,3664,0,999
